순번(No),광고회사,주소,전화번호
1058,에스아이에이주식회사,"부산광역시 해운대구 센텀중앙로 97 에이동 16층 에이-1605호 (재송동,센텀스카이비즈)",051-317-1113
1059,(주)플랜아트,광주광역시 서구 상무버들로16번길 8  (유촌동),062-374-1479
1060,머큐리프로젝트 주식회사,"서울특별시 강남구 봉은사로38길 13 , 2,3,4,5층 (역삼동)",02-565-0829
1061,(주)인연엔터테인먼트,"서울특별시 강남구 학동로3길 41 지하2층 (논현동, 연우빌딩)",02-511-2740
1062,(주)에이엠피알,"서울특별시 중구 소파로 129 신관 703호 (남산동2가, 명지빌딩신관)",02-779-6317
1063,(주)알비더블유,"서울특별시 동대문구 장한로20길 7 ,지하1층 (장안동, 서희스타힐스)",02-517-5748
1064,주식회사 제니크,"서울특별시 강남구 언주로113길 7 , 3층 (논현동)",02-6083-5801
1065,주식회사 커넥스,"서울특별시 영등포구 양평로30길 14 , 403호 (세종앤까뮤스퀘어, 양평동6가)",02-2677-4748
1066,주식회사 힐링애드,"서울특별시 서초구 방배천로 12-4 , 5층 (방배동,천일빌딩)",02-523-5791
1067,(주)애드미션,"서울특별시 서초구 서운로9길 14 (서초동, 일석빌딩 4, 5층)",02-3415-4800
1068,주식회사 비티엠,"경기도 성남시 수정구 위례광장로 21-6 , 가-302호 (창곡동,정프라자)",031-751-6944
1069,주식회사 뉴아레아,"서울특별시 강서구 공항대로 228 , 915호 (마곡동, 리더스타워 마곡)",02-2661-7701
1070,주식회사 스마트미디어그룹,서울특별시 금천구 디지털로9길 32 에이동 4층 407호 (가산동),070-8666-7198
1071,(주)다하실,전라북도 전주시 덕진구 전주천동로 473  (금암동) 303호,063-255-6577
1072,주식회사 버즈버즈,"서울특별시 강동구 동남로49길 21-15 , 2층 (둔촌동, 강남빌딩)",02-544-5020
1073,(주)에스시지오,"서울특별시 영등포구 국회대로 800 , 530 (여의도동,여의도파라곤)",02-780-5015
1074,주식회사 야트,"경기도 부천시 상동로117번길 61 , 7층 702호 (상동, 드라마씨티)",02-3665-5352
1075,주식회사 인사이트마케팅,"서울특별시 종로구 창경궁로35길 35 , 4층 (혜화동)",02-322-0080
1076,(주)매그넘애드,광주광역시 동구 구성로194번길 15-10  (대인동) 영무파라드오피스텔 201-215,062-229-1581
1077,주식회사 플레이즈더크로스,"서울특별시 강서구 양천로24길 90 , 1층 101호 (방화동)",
1078,주식회사 씨뮤직텔레비전,"서울특별시 금천구 가산디지털1로 70 , 504호 (가산동,호서대벤터타워)",02-2619-6300
1079,주식회사 제이앤씨필름,"서울특별시 성동구 왕십리로16길 21 , 302호 (성수동1가)",070-8291-4604
1080,주식회사 퀸즈코퍼레이션,"서울특별시 강남구 테헤란로37길 7 , 13층 (역삼동, 조이타워)",02-1577-2943
1081,앨리슨모스 주식회사,서울특별시 강남구 테헤란로87길 36 301호 도심공항타워 (삼성동),02-6295-7357
1082,(주)윤미디어그룹,경기도 고양시 일산동구 중앙로1261번길 59 9층 로얄프라자3 (장항동),031-926-3037
1083,(주)차이커뮤니케이션,서울특별시 강남구 학동로43길 6 221B 에비뉴 (논현동),02-2017-8800
1084,주식회사 이씨이십일,"서울특별시 강남구 영동대로 511  (삼성동, 트레이드타워 501호)",02-6000-4443
1085,주식회사 아이디어오븐,"서울특별시 중구 퇴계로 18 , 5층 (남대문로5가, 대우재단빌딩)",
1086,주식회사 알오아이플러스,"서울특별시 구로구 디지털로 228 , 414호 (가리봉동, 대륭포스트타워 1차)",02-1800-4890
1087,주식회사모노컬쳐,"부산광역시 남구 수영로 312 ,1707호 (대연동, 21센츄리시티오피스텔)",051-610-0710
1088,주식회사 제이엠컴퍼니,강원도 원주시 고문골길 42  (행구동),033-734-4888
1089,주식회사 더블루랩,"서울특별시 영등포구 국회대로68길 23 , 6층 (여의도동)",02-786-9245
1090,(주)링크앤,대구광역시 중구 달구벌대로 2219  (삼덕동3가)3층,053-254-0911
1091,주식회사 오픈미디어,"서울특별시 종로구 사직로8길 34 , 1324호 (내수동, 경희궁의아침3단지오피스텔 )",02-737-7629
1092,크레이지피알 주식회사,"서울특별시 금천구 가산디지털1로 58 , 11층 1104호 (가산동, 에이스 한솔타워 지식산업 센터)",070-7096-0002
1093,주식회사 미소드림,"서울특별시 구로구 경인로 192 , 131호 (오류동)",02-2065-1733
1094,(주)인포커스,전라북도 전주시 덕진구 오공로 37 5층 501호 (중동),063-225-8469
1095,미니버타이징 주식회사,"서울특별시 서초구 서초대로48길 101 , 3층 B호 (서초동)",02-532-2475
1096,주식회사 인컴이즈,"서울특별시 영등포구 의사당대로1길 25 , 401호 (여의도동)",02-783-2188
1097,주식회사 에이투디커뮤니케이션,"서울특별시 마포구 백범로31길 21 , 1층 (공덕동)",02-6082-6193
1098,주식회사 제휴합시다,"서울특별시 강남구 테헤란로84길 17 , 302호 (대치동)",070-8241-1225
1099,(주)팀육십일,"서울특별시 강남구 도산대로 171 , 13층 (신사동)",02-3445-0061
1100,(주)애드엠케이,"서울특별시 구로구 디지털로32가길 16 , 1205-105호 (구로동, 파트너스타워 2차)",02-554-8537
1101,주식회사 홍익애드피아,"서울특별시 중구 충무로 21-12 , 5층 501호 (초동)",02-714-1515
1102,(주)밤하늘미디어,"서울특별시 마포구 와우산로29가길 69 , 4층 (서교동)",02-720-0805
1103,킹스크리에이티브랩 주식회사,서울특별시 마포구 성산로8길 25  (성산동),02-3144-0431
1104,주식회사 홍천인터내셔날,"서울특별시 강남구 도산대로 307 , 2층 (신사동, 백영빌딩)",02-513-4083
1105,주식회사 로원스토리,"서울특별시 양천구 목동중앙북로 128 ,201호 (목동,경일빌딩)",
1106,주식회사 다리기획,서울특별시 서대문구 연희로26가길 12  (연희동),070-4007-1879
1107,주식회사 애드클래스,"부산광역시 해운대구 APEC로 55 , 1층 159호 (우동, 벡스코 제1전시장)",051-740-7860
1108,(주)이즈피엠피,"서울특별시 서초구 방배로 205 , 2,5,6,7층 (방배동)",02-3475-2600
1109,정성기획 주식회사,"서울특별시 구로구 디지털로34길 55 , 715-02호 (구로동)",
1110,주식회사 생각연구소,"서울특별시 금천구 벚꽃로 298 ,1701호~1705호 (가산동, 대륭포스트타워6차)",02-6097-0052
1111,(주)에이플디,서울특별시 금천구 가산디지털1로 119 218-55호 (가산동),
1112,(주)엠키스트,"서울특별시 양천구 등촌로 114 (목동, 목동한강팰리스 4층)",02-2135-4360
1113,(주)동하커뮤니케이션,경기도 하남시 대청로116번길 59-1 상가동 130호 (창우동),031-932-4112
1114,주식회사 티피에이미디어,서울특별시 강남구 영동대로 735 골프존 서울타워 6층 (청담동),02-6941-0510
1115,(주)와우매니지먼트그룹,"서울특별시 강남구 도산대로 458  8층 (청담동, 청담 한국빌딩)",02-570-1900
1116,로드원오원 주식회사,서울특별시 강남구 도산대로 317 2층 (신사동),02-515-2200
1117,주식회사 더에스엠씨 그룹,서울특별시 강남구 봉은사로49길 22 더에스엠씨빌딩 (논현동),
1118,(주)머스트에이,"서울특별시 강남구 역삼로23길 8 에이동 비-103호 (역삼동, 현대하이츠)",02-568-0920
1119,비엠플러스 주식회사,경기도 화성시 동탄기흥로257번나길 14-1 101호 (방교동),070-4459-5601
1120,(주)위케이콘텐츠,경기도 고양시 일산동구 중앙로 1080 4층 402-F07호 (백석동),
1121,(주)위더스애드,서울특별시 구로구 디지털로 285 1동 404호 (구로동),02-863-0969
1122,(주)미래야놀자,서울특별시 서초구 양재대로11길 36 1층 102호 (양재동),02-2059-4699
1123,(주)투모로우컴퍼니,서울특별시 강남구 언주로126길 17 3층 (논현동),02-517-9157
1124,(주)대오커뮤니케이션,광주광역시 동구 구성로204번길 13 영무파라드오피스텔 201동 215호 (대인동),062-229-1581
1125,주식회사 시디넛,서울특별시 종로구 율곡로2길 25 13층  (수송동),02-722-2961
1126,(주)제이엠애드,대구광역시 동구 동부로30길 103  (신천동) 경전빌딩 3층,053-755-8586
1127,(주)이엘미디어컴퍼니,서울특별시 마포구 월드컵북로 402 (상암동) 24층 2401호,070-5055-5802
1128,(주)이인기획,서울특별시 마포구 월드컵북로12길 13 승채빌딩 3층 (성산동),02-338-1809
1129,주식회사 드림인사이트,서울특별시 구로구 디지털로33길 12 우림비즈센터2차 14층 (구로동),02-6734-7258
1130,주식회사 에그크리에이티브,서울특별시 강남구 봉은사로74길 20 4층 (삼성동),02-538-2230
1131,(주)애드가엑스퍼트,서울특별시 강남구 도산대로30길 34 꾸메하임 3층 (논현동),02-541-1637
1132,공연중심어울림협동조합,"대구광역시 달서구 갈밭로 33  (대곡동, 대구대곡Lh천년나무1단지)행복나눔관1층",053-256-7104
1133,(주)인디고프렌즈,"부산광역시 수영구 광안해변로 263  1210호 (파로스오피스텔, 민락동)",051-925-7679
1134,에이치에스프로덕션 주식회사,서울특별시 영등포구 국제금융로6길 33 919호 A743 (여의도동) 맨하탄빌딩,070-8847-2300
1135,(주)애드크루즈,서울특별시 강남구 강남대로158길 19 삼우빌딩 5층 애드크루즈 (신사동),02-515-8948
1136,(주)초코렛커뮤니케이션,서울특별시 강남구 강남대로154길 24 501호 (신사동),02-6959-3835
1137,(주)코투스애드,서울특별시 서초구 사평대로57길 135 5층 진빌딩 (반포동),070-4012-4615
1138,주식회사 빅벨이엔엠,"서울특별시 강남구 선릉로 704 , 10층 376호 (청담동,청담벤처프라자)",
1139,캡슐미디어(주),서울특별시 서초구 양재대로2길 18 4층 (우면동),02-568-9181
1140,주식회사 시선커뮤니케이션,대구광역시 수성구 범어천로 52-1 2층 (범어동),053-719-2670
1141,주식회사보이소,"부산광역시 동구 중앙대로 328 (초량동,금산빌딩) 801호",051-0000-0000
1142,(주)케이아이씨애드,서울특별시 영등포구 경인로82길 3-4 9층 (문래동1가),02-1670-6066
1143,(주)페이스커뮤니케이션,서울특별시 서초구 바우뫼로7길 16 9층 1호 (우면동),02-508-1521
1144,(주)디자인수,서울특별시 서초구 신반포로45길 18 6층 (잠원동),02-514-7757
1145,(주)대학내일,서울특별시 마포구 독막로 331 3~7층 (도화동 마스터즈타워)),02-2257-6344
1146,(주)밴드앤링크,서울특별시 서초구 강남대로 337 12층 (서초동),02-523-0219
1147,플러스엑스(주),서울특별시 강남구 언주로149길 17 3층 (논현동),02-518-7717
1148,유브갓픽쳐스 유한회사,서울특별시 용산구 이태원로55가길 9 2층 (한남동),02-749-8312
1149,(주)에이치피엘미디어,서울특별시 마포구 마포대로4다길 18 (마포동)1011호,02-725-8854
1150,(주)테라코퍼,"부산광역시 강서구 화전산단5로84번길 37  3층 (화전동,부산경남금형공업협동조합)",051-1522-0266
1151,(주)미디어캐치,"서울특별시 종로구 자하문로5길 37 1층 (필운동, 그린빌라)",02-312-9047
1152,(주)해즈코리아,서울특별시 금천구 가산디지털1로 186 제이플라츠 7층 (가산동),02-519-1202
1153,(주)크림앤컴,"서울특별시 강남구 삼성로 417 103동 2101호 (대치동, 대치포스코더샵아파트)",02-539-8889
1154,(주)원탑스튜디오,대전광역시 서구 대덕대로176번길 59  (둔산동) 지하203호,042-1577-8546
1155,주식회사 선홍,충청남도 천안시 동남구 통정9로 76  (신방동) 마중물빌딩 301,042-1688-0820
1156,(주)뉴보드,서울특별시 성동구 뚝섬로1길 31 12층 1203호 (성수동1가),02-6956-9479
1157,(주)에이엠에프엠,서울특별시 강서구 공항대로 220 (마곡동) 우성에스비타워2차 10층 1008호,
1158,(주)큐브커뮤니케이션코리아,서울특별시 마포구 월드컵로 64 301호 (서교동),02-2273-9901
1159,(주)피앤에프위너스,"서울특별시 강남구 학동로 520 4, 5층 (삼성동)",02-337-1638
1160,주식회사애드365,부산광역시 중구 대청로 115-3 2층 (대청동1가),
1161,주식회사 텐저블컴,"서울특별시 강남구 삼성로 540 , 3층 PR10호 (삼성동, 빌딩브로모)",
1162,팡고지와이(주),"서울특별시 서초구 강남대로 527 11층 1103, 4,5호 (반포동)",02-535-8398
1163,(주)덴스튜디오,서울특별시 서초구 본마을길 25-12  (신원동),031-714-5892
1164,(주)에이원커뮤니케이션코리아,서울특별시 강서구 마곡중앙1로 10 801~810 디56호 (마곡동),02-868-2779
1165,주식회사 제이키,"서울특별시 강남구 논현로102길 15 (역삼동) 1층,103호",02-6082-6201
1166,(주)머스트커뮤니케이션,서울특별시 강남구 언주로86길 5 육성빌딩 (역삼동),070-4607-4258
1167,주식회사 더바인씨엔엠월드와이드,"서울특별시 중구 동호로 272 (장충동2가, 디자인하우스) 3층",070-4757-0255
1168,(주)군월드,대구광역시 수성구 알파시티1로 170 208호(대흥동)대구디지털산업진흥원,053-721-8898
1169,(주)다트미디어,서울특별시 영등포구 양산로 53 407호(양평동3가)월드메르디앙비즈센터,02-2632-4213
1170,(주)콕스플러스,서울특별시 강동구 동남로75길 29 8층 808호(명일동),02-2157-3121
1171,주식회사 로오,"부산광역시 동래구 미남로 68 , 501호(사직동)",070-7630-7007
1172,(주)이루다마케팅,서울특별시 성동구 아차산로17길 48 1동 1017~1022호(성수동2가),070-5055-3416
1173,(주)애드불스,서울특별시 마포구 동교로13길 33-3 202호(서교동),02-322-0928
1174,(주)트레져헌터,서울특별시 성동구 성수이로20길 16 16 JK타워 8층(성수동2가),02-538-8686
1175,주식회사 에스씨블루,"울산광역시 남구 수암로 207-7 , 2층(야음동)",052-256-6644
1176,주식회사 보트,"서울특별시 성동구 뚝섬로1길 31 (성수동1가, 서울숲M타워) 402호",02-545-5652
1177,주식회사 큐아이그룹,"서울특별시 강남구 강남대로156길 14 (신사동,정금빌딩) 2층 271호",
1178,(주)트레이서,서울특별시 성동구 아차산로 103  10층 1006~7호(성수동2가),02-3448-4617
1179,(주)에스비케이컴퍼니,서울특별시 서초구 서초중앙로8길 89-2 4호(서초동),02-529-0704
1180,(주)준콤엔터테인먼트,서울특별시 동작구 상도로 123-1 준콤빌딩2층(상도동),02-2037-0700
1181,주식회사 디투애드,"울산광역시 동구 월봉6가길 30 , 1층(방어동)",070-7776-3089
1182,브레드 주식회사,서울특별시 용산구 회나무로41길 52 3층동 2호(이태원동),02-796-9801
1183,(주)지수포,서울특별시 구로구 디지털로30길 31  1014호 내 A08호(구로동),02-6001-6421
1184,(주)빅애드컴,대전광역시 서구 월평북로 85  (월평동)463호,042-487-1747
1185,주식회사 아테나팀,"서울특별시 강남구 테헤란로 147 ,1513-피8호(역삼동)",02-6969-5087
1186,(주)리컨벤션,"부산광역시 해운대구 센텀서로 30 14층(우동, 케이엔엔타워)",051-711-0045
1187,(주)아이엠씨애드,서울특별시 서초구 바우뫼로 130 301호(양재동),02-577-8311
1188,주식회사와이엘케이커뮤니케이션,부산광역시 동래구 사직북로19번길 26 2동(사직동),
1189,티에스월드와이드(주),서울특별시 성동구 아차산로17길 48 1동 708호(성수동2가),02-547-9352
1190,(유)산울림컴퍼니,서울특별시 강남구 강남대로136길 11 6층(논현동),02-2266-2206
1191,(주)디포스트,충청북도 청주시 흥덕구 사운로280번길 7 (운천동)삼일아파트상가,043-254-7942
1192,케이앤피크리에이티브,경상남도 창원시 마산회원구 내서읍 중리공단로1길 31 103호,055-2320-0640
1193,카라멜츠(주),서울특별시 강남구 학동로6길 15 302호(논현동),02-6925-7377
1194,(주)코모래비,서울특별시 강남구 봉은사로 407 15층(삼성동),02-515-2111
1195,(주)라인피알,서울특별시 영등포구 선유로49길 23 504호 (양평동4가),02-2634-1113
1196,(주)나무온,서울특별시 동작구 사당로 261 3층 (사당동),02-3144-0866
1197,제이에이치엠피(주),"부산광역시 해운대구 달맞이길62번길 28 2층(중동, 미포오션사이드호텔)",051-622-8850
1198,주식회사영상뉴스,충청남도 홍성군 홍북읍 충남대로 50 708호(아르페온2차),041-631-0668
1199,(주)코이피쉬,서울특별시 서초구 양재천로 67 3층 신광빌딩(양재동),070-7777-1315
1200,(주)더쏠트,서울특별시 강남구 삼성로95길 6 5층 (삼성동),02-515-0322
1201,(주)씨든,"부산광역시 해운대구 센텀중앙로 90 1802호(재송동, 큐비이센텀)",
1202,(주)제이지스타,서울특별시 강남구 선릉로138길 42 (청담동),02-547-0825
1203,페이스메이커더블유 주식회사,"서울특별시 서초구 강남대로 479 , 비1층 117호(반포동)",
1204,(주)해피바바,서울특별시 영등포구 선유로13길 25 614호(문래동6가),02-2135-1858
1205,(주)키스톤마케팅컴퍼니,"서울특별시 서초구 서초대로78길 5 13층(서초동, 대각빌딩)",02-2175-9600
1206,(주)엘지씨엔에스,서울특별시 강서구 마곡중앙8로 71 LG사이언스파크 E13(사무동)(마곡동),02-3773-1114
1207,킹스마케팅그룹(주),경기도 김포시 태장로 741 7층 717호 경동미르웰시티 (장기동),031-000-0000
1208,(주)엠쓰리미디어,"부산광역시 동래구 여고로 1  ,1층 101호(사직동, 삼주빌딩)",051-333-7000
1209,(주)에이원퍼포먼스팩토리,서울특별시 강남구 테헤란로 501 (삼성동),02-6959-7799
1210,(주)에스에스와이미디어,서울특별시 강남구 학동로3길 25 4층 404호 써니힐빌딩(논현동),02-1566-5130
1211,(주)스타컴기획,서울특별시 강남구 언주로 844 지하 1층(신사동),02-3446-9795
1212,(주)블루네이션,서울특별시 성북구 서경로 124 유담관 523호(정릉동),02-941-9909
1213,(주)로드맵마케팅컨설팅,서울특별시 강남구 테헤란로 521 29층 39-06호(삼성동 파르나스타워),
1214,(주)보랏빛소,전라남도 나주시 문화로 81  (빛가람동) 2303호,02-6263-0202
1215,주식회사 아데아커뮤니케이션즈,서울특별시 성동구 아차산로17길 49 (성수동2가) 509~511호,02-2039-0568
1216,(주)어헤드코리아,서울특별시 강남구 도산대로12길 25-1 4층(논현동),02-548-0907
1217,(주)바운드제주,제주특별자치도 제주시 신대로 145 4층 엠234호(연동),
1218,(주)더트러스티스,서울특별시 강남구 압구정로4길 7 (신사동),070-8775-2223
1219,(주)우드커뮤니케이션,서울특별시 서초구 양재천로7길 22 (양재동) 3층,02-2088-3244
1220,디에이기획 주식회사,"서울특별시 동대문구 청계천로 471 , 14층 오1401호(용두동, 청계천 대성 스카이렉스2)",02-2207-9409
1221,(주)아이엠플러스,"서울특별시 중구 통일로 86 , 910호(순화동, 바비엥3차)",02-6399-6334
1222,(주)애니퍼포먼스,"서울특별시 강남구 학동로33길 17 ,4층(논현동, 수산빌딩)",02-573-3511
1223,주식회사 케이디엠코,"서울특별시 서초구 서초중앙로 85 (서초동, 가산빌딩)",02-6006-7801
1224,(주)유니온커뮤니케이션,서울특별시 강서구 마곡중앙6로 70 403호(마곡동 매그넘797),
1225,(주)데마시안,서울특별시 구로구 디지털로30길 28 1308호(구로동),02-6956-8574
1226,(주)스프링앤플라워,서울특별시 강남구 역삼로25길 37 2층(역삼동 근도빌딩),02-538-0292
1227,(주)알트텐,"경기도 고양시 일산동구 무궁화로 20-38 ,4층 413-1호(장항동, 로데오탑)",031-8073-8500
1228,(주)삼룡기획,"부산광역시 해운대구 센텀중앙로 97 에이동 에이-1605호(재송동, 센텀스카이비즈)",051-746-7806
1229,주식회사 크로마엔터테인먼트,"서울특별시 중구 정동길 3 , 16층(정동)",
1230,(주)최선씨앤씨,"서울특별시 강남구 강남대로 382  (역삼동, 메리츠타워) 17층, 1741호",02-6959-8366
1231,(주)지에이치케이글로벌,서울특별시 강서구 공항대로 237 (마곡동)1218호,02-6953-2611
1232,넥스브레인(주),서울특별시 서초구 신반포로45길 9-13 (잠원동),02-3453-5180
1233,(주)엣지랭크,서울특별시 중구 세종대로21길 39 4층 (정동),02-546-8288
1234,(주)빅샷엔터테인먼트,서울특별시 강서구 공항대로 228 리더스타워 905호(마곡동),02-2262-7130
1235,(주)넥스트엠,서울특별시 서대문구 신촌로 25 2층 2271호(창천동),
1236,(주)재와기획,서울특별시 강남구 영동대로 738 1006호 (청담동),02-516-1203
1237,(주)스팍랩,서울특별시 중구 청계천로 40 12층 1201호 (다동),02-6410-0133
1238,(주)하라커뮤니케이션즈,서울특별시 서초구 방배중앙로27길 16 하라빌딩 3~5층(방배동),02-6205-3316
1239,(주)애드테일,"부산광역시 중구 대청로138번길 15 303호 (중앙동2가, 삼정빌딩)",051-4699-4695
1240,(주)궁리기획,광주광역시 서구 화운로 172 지성빌딩 4층(화정동),062-366-2200
1241,(주)나인클립스,경기도 광주시 오포읍 신현로 122 202호 한강빌딩,031-215-9015
1242,(주)애드프로패셔널,서울특별시 강남구 논현로 708 3층 (논현동 금강빌딩),02-512-0719
1243,(주)애딩커뮤니케이션,서울특별시 서초구 효령로57길 3 201호(서초동 대덕빌딩),02-6952-1606
1244,아하커뮤니케이션즈(주),서울특별시 종로구 새문안로 92 광화문오피시아 2019호(신문로1가),02-6956-2211
1245,(주)크리에이터스그룹,서울특별시 금천구 범안로 1126 대륭21차 212호(가산동),02-2626-6494
1246,(주)데이스톤,서울특별시 강서구 공항대로 242 열린M타워 1123호(마곡동),02-6462-0200
1247,주식회사 하이브미디어,"부산광역시 남구 수영로 312 , 9층 918호(대연동, 21 센츄리시티오피스텔)",070-7728-6334
1248,(주)스카이벤처스,서울특별시 성동구 성수이로7길 7 8층 801호(성수동2가),02-2068-7892
1249,(주)디베이스,부산광역시 남구 고동골로 34 3층(문현동),051-704-2668
1250,(주)아비오콘텐츠,서울특별시 서초구 사평대로55길 149 지하1층 (반포동),070-4162-8468
1251,프로모스트 주식회사,경상북도 포항시 북구 삼호로189번길 13 2층(항구동),
1252,(주)나인탑컴퍼니,경기도 성남시 수정구 위례광장로 9-9 A동 908호(위례우남역 퍼스트 푸르지오시티 창곡동),02-5500-0550
1253,(주)스파이럴미디어,서울특별시 강남구 논현로 518  (역삼동) 2층 202호,02-6207-8320
1254,(주)그루컴퍼니,서울특별시 성동구 성수이로10길 14 12층 1201~3호(성수동2가),070-5138-8888
1255,(주)리씨디엑스,서울특별시 강남구 도산대로37길 19 지하 2층(신사동 티엔티빌딩),02-556-4995
1256,(주)드림시커,"서울특별시 금천구 범안로 1130 , 303호(가산동)",070-7712-2501
1257,주식회사 평안커뮤니케이션즈,"서울특별시 강서구 공항대로 194 , 9층 909호(마곡동)",02-501-9151
1258,(주)프로젝트402,"서울특별시 서초구 양재대로2길 18 , 4층 T3호(우면동)",02-6925-0408
1259,(주)해솔앤남향정,"경상남도 진주시 동부로169번길 12 , B동 1301호 (충무공동, 윙스타워)",055-761-9660
1260,(주)크로스미디어,"서울특별시 강남구 논현로86길 27 , 3,4,5층(역삼동)",070-8666-1503
1261,올리브미디어투(주),전라북도 정읍시 초산로 76 (시기동) 함께사는세상B/D 2층,063-535-4455
1262,주식회사 디마이너스원,"서울특별시 성동구 아차산로 3 , 3층 302호(성수동1가, 두앤캔하우스)",050-1317-5658
1263,(주)더북디지털,"서울특별시 강남구 봉은사로 226 (역삼동, 더북컴퍼니)",02-3458-7430
1264,주식회사 엘리케이트,"서울특별시 강남구 테헤란로 507 ,10층 130호(삼성동)",
1265,주식회사 이노빈,"서울특별시 강남구 봉은사로30길 62 (역삼동, 영우빌딩5층)",070-7731-0485
1266,주식회사 하이퍼포먼스마케팅,"서울특별시 강남구 역삼로 555 1층 101호(대치동, 대치동 더블유 타워)",02-558-4212
1267,주식회사 니즈랩글로벌앤컬쳐,서울특별시 강남구 언주로149길 11 3층 301호(논현동),02-333-6579
1268,주식회사 스퀘어노트,"서울특별시 서초구 서초대로 398 5층, 피오518호(서초동)",070-4938-6131
1269,(주)럭키프로덕션,부산광역시 동래구 중앙대로1367번길 70-5 (온천동)지하1층,
1270,(주)씨에이씨,광주광역시 서구 화정로 268 1층(농성동),051-0000-0000
1271,주식회사 프라퍼티원,"경기도 수원시 권선구 호매실로104번길 24-10 , 606호(호매실동)",
1272,(주)빅밴드앤코,서울특별시 마포구 토정로 36 (합정동),
1273,주식회사 아이디어스트림,"서울특별시 서초구 신반포로47길 9-6 , 2층, 4층 401호(잠원동)",
1274,(주)엔피컴퍼니,"광주광역시 서구 상무중앙로 7 501호내 724호(치평동, 상무타워) ",062-672-3000
1275,(주)온에이드,"경기도 이천시 중리천로 126-8 코아루페라즈(중리동,1702호)",
1276,주식회사 하다,"서울특별시 강서구 마곡중앙6로 11 , 303호(마곡동)",02-6925-6107
1277,팍스엠주식회사,대전광역시 서구 대덕대로195번길 55 (둔산동)미래빌딩402호,070-8238-3135
1278,(주)탑애드,"광주광역시 서구 치평로 86 2층 (치평동, 보광빌딩)",062-363-3657
1279,주식회사 저스트빌더,서울특별시 중구 청계천로 100 시그니쳐타워 서관 9층 패스트파이브 901호,02-511-1224
1280,주식회사 코즈웍스,"서울특별시 서초구 서운로 13 , 21층 01호(서초동, 중앙로얄오피스텔)",02-6965-7956
1281,주식회사 씨티큐,"서울특별시 성동구 연무장7길 11 , 8층(성수동2가)",
1282,주식회사 라블랑쉬,"서울특별시 마포구 잔다리로 116 (서교동, 더바인서교 4층)",02-6956-3375
1283,리오그란데 주식회사,강원도 홍천군 화촌면 굴운로43번길 20 -,033-435-5555
1284,(주)제이제이글로벌그룹,"서울특별시 강서구 강서로 499 , 7층(가양동)",070-4350-7286
1285,주식회사 라포르커뮤니케이션,"서울특별시 용산구 회나무로 38 , 2층, 3층(이태원동)",070-4266-3300
1286,주식회사 아이엔씨미디어,"서울특별시 마포구 월드컵북로 361 , 1506호(상암동)",02-6091-3304
1287,맵스(주),"부산광역시 해운대구 센텀중앙로 97 에이동 2층 에이 211호(재송동, 센텀스카이비즈)",051-714-1406
1288,주식회사 더존크리에이티브,"서울특별시 서초구 서초중앙로8길 89-2 (서초동), 2층",02-514-2957
1289,주식회사 클레어아이엠씨,"경기도 화성시 동탄중심상가2길 26-15 802-37호 (반송동,지성프라자)",02-6952-3288
1290,주식회사 이삼똥컴퍼니,"서울특별시 강서구 양천로 470 , 지하1층 108호 일부(등촌동)",
1291,주식회사 미디어에어,"서울특별시 송파구 마천로8길 5  4층(오금동,진성빌딩)",02-780-3707
1292,주식회사 인터오리진아이엔씨,서울특별시 서대문구 연희맛로 41 (연희동),02-783-8831
1293,주식회사범커뮤니케이션,충청남도 부여군 부여읍 금성로91번길 8 주식회사 범커뮤니케이션,
1294,(주)휘닉스커뮤니케이션즈,"서울특별시 강남구 테헤란로 534 , 30층(대치동)",02-560-0851
1295,주식회사 프랙티컬스트래티지,서울특별시 중구 청계천로 100  (수표동) 서관 901호,
1296,주식회사 쓰담마케팅,대구광역시 달서구 야외음악당로 175 (두류동) 3층,053-655-0829
1297,주식회사 원앤원컴퍼니,"서울특별시 성동구 성수이로 66 , 4층 406호(성수동2가)",
1298,주식회사 미미컴,"서울특별시 강남구 테헤란로 322 ,19층 동관 1901호(역삼동)",02-2183-1753
1299,주식회사 에이컴즈,"서울특별시 성동구 아차산로17길 49 , 외3필지 생각공장데시앙플렉스 제10층 제1009호(성수동2가)",02-568-5036
1300,(주)망고소프트,전라남도 여수시 덕충3길 3  (덕충동) 2층,
1301,주식회사 더피알커뮤니케이션,"서울특별시 서대문구 경기대로 47 , 7층 서관 (충정로2가)",02-6223-5557
1302,주식회사 애드현,"서울특별시 은평구 은평로21길 14-14 , 2층 (녹번동)",02-383-1584
1303,주식회사 투커넥트투커뮤니케이션즈,"서울특별시 강남구 가로수길 19 ,4층 (신사동)",02-706-6868
1304,빅이닝엠엔씨 주식회사,"경기도 고양시 덕양구 으뜸로 130 , 918호 (덕은동)",02-2137-1713
1305,주식회사 투캐럿,"서울특별시 송파구 오금로23길 18-1  , 투캐럿빌딩(방이동)",070-8811-1513
1306,주식회사 함샤우트글로벌,서울특별시 마포구 포은로2가길 57  (합정동) 한울빌딩,02-6020-0586
1307,주식회사 에비뉴61,"경기도 고양시 덕양구 삼송로 238 , 301동 3층 318호 (삼송동)",
1308,주식회사 페니,"경기도 화성시 봉담읍 와우안길 17 ,902(고운첨단과학기술연구원)",070-8691-1105
